date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2022-11-08,1508.0,1517.99,1484.88,1468.96,39324.91,-22.23,-1.48,1484.004,1445.711,1548.779,57393.61,75961.07,66759.65,0.31
2022-11-07,1494.05,1518.48,1507.11,1486.59,42698.35,-9.46,-0.62,1479.43,1445.198,1563.534,73281.93,80164.73,66395.76,0.34
2022-11-04,1437.96,1527.77,1516.57,1437.96,80007.95,77.07,5.35,1448.008,1444.615,1577.479,79111.59,89104.7,66690.05,0.64
2022-11-03,1443.57,1462.5,1439.5,1428.1,45159.7,-32.46,-2.21,1416.694,1455.358,1595.275,81738.55,84994.65,63754.11,0.36
2022-11-02,1460.0,1506.0,1471.96,1436.0,79777.15,9.95,0.68,1408.994,1475.758,1617.318,94127.79,84756.48,62575.6,0.64
2022-11-01,1359.0,1469.4,1462.01,1359.0,118766.48,112.01,8.3,1407.418,1493.362,1637.87,94528.52,82790.86,59659.05,0.95
2022-10-31,1350.0,1382.01,1350.0,1333.0,71846.65,-10.0,-0.73,1410.966,1517.744,1659.169,87047.54,73722.49,55161.73,0.57
2022-10-28,1390.77,1406.0,1360.0,1358.71,93142.75,-41.0,-2.93,1441.222,1554.594,1684.819,99097.82,69892.78,53326.14,0.74
2022-10-27,1480.0,1487.98,1401.0,1383.85,107105.9,-63.08,-4.31,1494.022,1592.355,1708.541,88250.75,65230.47,50083.39,0.85
2022-10-26,1488.8,1514.99,1464.08,1460.0,81780.83,-15.67,-1.06,1542.522,1622.254,1729.531,75385.18,60916.81,45863.31,0.65
2022-10-25,1479.42,1515.0,1479.75,1472.0,81361.56,-21.53,-1.43,1579.306,1651.846,1748.727,71053.2,57558.23,42824.0,0.65
2022-10-24,1570.0,1589.0,1501.28,1488.01,132098.05,-122.72,-7.56,1624.522,1681.87,1768.64,60397.44,52626.79,39461.73,1.05
2022-10-21,1640.0,1647.8,1624.0,1610.0,38907.4,-19.5,-1.19,1667.966,1710.342,1787.158,40687.74,44275.4,33786.01,0.31
2022-10-20,1621.0,1668.43,1643.5,1611.0,42778.07,-4.5,-0.27,1690.688,1735.192,1798.908,42210.2,42513.57,33046.7,0.34
2022-10-19,1701.98,1701.98,1648.0,1648.0,60120.93,-57.83,-3.39,1701.986,1758.877,1810.733,46448.44,40394.72,31948.31,0.48
2022-10-18,1725.0,1730.0,1705.83,1701.0,28082.77,-12.67,-0.74,1724.386,1782.377,1821.783,44063.25,36527.23,29744.34,0.22
2022-10-17,1726.0,1727.99,1718.5,1697.8,33549.51,-19.11,-1.1,1739.218,1800.594,1830.441,44856.13,36600.97,29774.85,0.27
2022-10-14,1710.0,1755.0,1737.61,1701.94,46519.7,37.62,2.21,1752.718,1815.044,1836.756,47863.06,36759.51,29451.87,0.37
2022-10-13,1720.46,1735.0,1699.99,1697.0,63969.27,-60.01,-3.41,1779.696,1824.726,1840.625,42816.93,34936.31,27955.42,0.51
2022-10-12,1773.66,1779.0,1760.0,1708.0,48195.0,-19.99,-1.12,1815.768,1836.808,1846.526,34341.01,30809.81,26172.26,0.38
2022-10-11,1789.0,1806.0,1779.99,1760.0,32047.19,-6.01,-0.34,1840.368,1845.608,1850.776,28991.21,28089.77,24804.01,0.26
2022-10-10,1890.0,1891.0,1786.0,1780.2,48584.13,-86.5,-4.62,1861.97,1855.409,1853.527,28345.81,26296.68,25042.75,0.39
2022-09-30,1898.62,1901.99,1872.5,1866.0,21289.08,-7.85,-0.42,1877.37,1863.973,1857.977,25655.96,23296.62,23583.11,0.17
2022-09-29,1897.98,1902.18,1880.35,1871.13,21589.66,-2.65,-0.14,1869.756,1862.623,1858.396,27055.69,23579.83,23860.91,0.17
2022-09-28,1880.5,1899.4,1883.0,1874.01,21445.97,-5.0,-0.27,1857.848,1862.588,1860.579,27278.61,23501.89,25016.0,0.17
2022-09-27,1868.86,1897.0,1888.0,1851.11,28820.19,25.0,1.34,1850.848,1861.188,1859.929,27188.33,22961.45,24855.47,0.23
2022-09-26,1820.0,1888.0,1863.0,1819.98,35134.92,28.57,1.56,1848.848,1860.288,1859.47,24247.55,22948.74,24092.94,0.28
2022-09-23,1820.81,1855.0,1834.43,1820.81,28287.69,13.62,0.75,1850.576,1858.467,1861.22,20937.27,22144.23,23493.29,0.23
2022-09-22,1840.0,1841.02,1820.81,1816.85,22704.29,-27.19,-1.47,1855.49,1856.524,1863.748,20103.98,20974.52,23175.17,0.18
2022-09-21,1876.67,1883.0,1848.0,1848.0,20994.54,-30.0,-1.6,1867.328,1856.244,1865.418,19725.17,21534.71,22976.34,0.17
2022-09-20,1869.98,1884.6,1878.0,1858.55,14116.3,6.36,0.34,1871.528,1855.944,1866.518,18734.57,21518.26,23114.43,0.11
2022-09-19,1855.0,1888.59,1871.64,1852.88,18583.51,12.64,0.68,1871.728,1851.644,1867.317,21649.93,23788.82,23179.95,0.15
2022-09-16,1871.8,1885.6,1859.0,1855.11,24121.27,-21.0,-1.12,1866.358,1851.98,1868.486,23351.2,23869.6,22927.98,0.19
2022-09-15,1870.0,1893.12,1880.0,1869.96,20810.21,11.0,0.59,1857.558,1854.169,1870.311,21845.06,24141.98,22880.31,0.17
2022-09-14,1864.01,1880.0,1869.0,1863.0,16041.57,-10.0,-0.53,1845.16,1858.569,1872.211,23344.25,26530.11,22757.83,0.13
2022-09-13,1880.0,1888.38,1879.0,1858.23,28693.09,34.21,1.85,1840.36,1858.669,1874.653,24301.94,26749.49,22697.54,0.23
2022-09-09,1825.0,1852.0,1844.79,1816.0,27089.86,29.79,1.64,1831.56,1858.651,1876.697,25927.7,25237.14,22229.05,0.22
2022-09-08,1820.0,1832.0,1815.0,1815.0,16590.57,-3.01,-0.17,1837.602,1863.972,1880.858,24387.99,24842.35,21887.54,0.13
2022-09-07,1835.03,1837.66,1818.01,1811.01,28306.16,-26.99,-1.46,1850.78,1870.972,1885.453,26438.89,25375.83,22361.09,0.23
2022-09-06,1835.36,1848.2,1845.0,1825.0,20830.04,10.0,0.55,1871.978,1874.591,1888.352,29715.96,24417.97,22342.11,0.17
2022-09-05,1862.64,1869.0,1835.0,1820.0,36821.87,-40.0,-2.13,1876.978,1877.092,1891.602,29197.03,24710.61,21994.34,0.29
2022-09-02,1889.94,1892.96,1875.0,1866.17,19391.32,-5.89,-0.31,1885.742,1882.99,1895.429,24546.58,22571.09,20993.2,0.15
2022-09-01,1912.15,1916.0,1880.89,1880.89,26845.08,-43.11,-2.24,1890.342,1884.991,1897.877,25296.71,21986.37,21027.92,0.21
2022-08-31,1860.1,1925.56,1924.0,1860.01,44691.51,54.0,2.89,1891.164,1886.452,1899.633,24312.76,21618.64,21203.53,0.36
2022-08-30,1882.35,1885.0,1870.0,1854.2,18235.39,-8.82,-0.47,1877.204,1885.852,1897.683,19119.98,18985.55,20198.87,0.15
2022-08-29,1883.0,1899.97,1878.82,1874.0,13569.62,-19.18,-1.01,1877.206,1890.636,1898.182,20224.18,18645.6,20698.15,0.11
2022-08-26,1900.0,1912.0,1898.0,1886.0,23141.95,13.0,0.69,1880.238,1894.743,1898.756,20595.59,19220.95,21071.54,0.18
2022-08-25,1859.0,1888.0,1885.0,1854.2,21925.34,30.8,1.66,1879.64,1897.743,1898.778,18676.03,18932.74,21766.06,0.17
2022-08-24,1869.99,1875.23,1854.2,1851.0,18727.61,-15.81,-0.84,1881.74,1899.933,1899.428,18924.52,19346.35,22413.28,0.15
2022-08-23,1898.6,1898.6,1870.01,1867.0,23756.36,-23.97,-1.27,1894.5,1902.113,1902.698,18851.12,20266.25,22551.4,0.19
2022-08-22,1885.01,1907.0,1893.98,1881.38,15426.67,-1.03,-0.05,1904.066,1906.112,1906.708,17067.02,19278.08,22397.83,0.12
2022-08-19,1898.0,1908.35,1895.01,1888.0,13544.17,-0.49,-0.03,1909.248,1907.867,1909.241,17846.31,19415.31,22472.12,0.11
2022-08-18,1908.0,1913.08,1895.5,1881.07,23167.77,-22.5,-1.17,1915.846,1910.762,1911.841,19189.44,20069.48,23050.59,0.18
2022-08-17,1930.0,1930.0,1918.0,1895.0,18360.63,0.16,0.01,1918.126,1912.813,1914.016,19768.19,20788.42,22595.27,0.15
2022-08-16,1923.94,1933.79,1917.84,1916.0,14835.84,-2.05,-0.11,1909.726,1909.513,1915.621,21681.38,21412.19,22612.47,0.12
2022-08-15,1920.46,1939.5,1919.89,1915.55,19323.14,-8.11,-0.42,1908.158,1905.727,1916.884,21489.14,22750.7,22968.48,0.15
2022-08-12,1906.9,1930.0,1928.0,1900.0,20259.83,21.1,1.11,1906.486,1902.768,1918.472,20984.31,22922.13,23213.36,0.16
2022-08-11,1886.0,1907.0,1906.9,1878.01,26061.49,30.9,1.65,1905.678,1899.812,1919.547,20949.51,24599.38,23871.18,0.21
2022-08-10,1909.98,1918.0,1876.0,1864.58,27926.62,-34.0,-1.78,1907.5,1898.922,1921.852,21808.64,25480.22,23594.47,0.22
2022-08-09,1911.53,1918.99,1910.0,1905.0,13874.61,-1.53,-0.08,1909.3,1903.282,1925.997,21143.0,24836.54,23190.82,0.11
2022-08-08,1915.15,1932.88,1911.53,1907.51,16799.01,-12.43,-0.65,1903.296,1907.303,1927.917,24012.26,25517.59,23669.44,0.13
2022-08-05,1927.8,1935.0,1923.96,1904.9,20085.84,7.95,0.41,1899.05,1910.615,1930.521,24859.94,25528.93,24026.95,0.16
2022-08-04,1890.0,1923.1,1916.01,1880.13,30357.14,31.01,1.65,1893.946,1912.919,1934.273,28249.24,26031.71,23804.85,0.24
2022-08-03,1889.99,1904.0,1885.0,1877.0,24598.42,5.02,0.27,1890.344,1915.218,1937.972,29151.79,24402.13,23333.58,0.2
2022-08-02,1880.0,1887.98,1879.98,1858.01,28220.88,-10.32,-0.55,1897.264,1921.728,1943.822,28530.08,23812.75,23741.24,0.22
2022-08-01,1890.01,1908.0,1890.3,1881.18,21037.41,-8.14,-0.43,1911.31,1928.04,1951.474,27022.92,23186.26,23646.67,0.17
2022-07-29,1895.1,1918.99,1898.44,1878.1,37032.36,0.44,0.02,1922.18,1934.176,1957.859,26197.93,23504.59,23848.59,0.29
2022-07-28,1921.1,1938.0,1898.0,1892.66,34869.86,-21.6,-1.12,1931.892,1939.282,1964.389,23814.17,23142.98,23076.8,0.28
2022-07-27,1942.0,1948.0,1919.6,1917.0,21489.87,-30.61,-1.57,1940.092,1944.782,1971.739,19652.47,21708.72,23282.43,0.17
2022-07-26,1952.99,1964.97,1950.21,1947.02,20685.1,5.56,0.29,1946.192,1948.711,1977.259,19095.42,21545.11,23725.94,0.16
2022-07-25,1949.51,1952.3,1944.65,1931.0,16912.44,-2.35,-0.12,1944.77,1948.531,1981.549,19349.6,21821.28,23953.97,0.13
2022-07-22,1949.22,1962.0,1947.0,1935.0,25113.57,8.0,0.41,1946.172,1950.426,1984.844,20811.26,22524.96,25114.11,0.2
2022-07-21,1943.1,1955.9,1939.0,1934.51,14061.37,-11.1,-0.57,1946.672,1955.626,1987.944,22471.79,21577.99,25840.16,0.11
2022-07-20,1958.75,1970.0,1950.1,1945.0,18704.61,7.0,0.36,1949.472,1960.726,1988.849,23764.97,22265.03,26479.27,0.15
2022-07-19,1945.0,1951.65,1943.1,1926.0,21956.03,-8.56,-0.44,1951.23,1965.916,1988.144,23994.8,23669.74,26526.37,0.17
2022-07-18,1952.36,1959.0,1951.66,1922.0,24220.72,2.16,0.11,1952.292,1974.907,1988.276,24292.96,24107.08,26614.42,0.19
2022-07-15,1945.11,1999.68,1949.5,1944.51,33416.23,-3.5,-0.18,1954.68,1981.541,1987.794,24238.66,24192.59,27152.12,0.27
2022-07-14,1960.0,1976.8,1953.0,1941.0,20527.24,-5.89,-0.3,1964.58,1989.496,1987.869,20684.19,23010.61,28008.39,0.16
2022-07-13,1945.0,1972.0,1958.89,1940.67,19853.77,10.48,0.54,1971.98,1998.696,1984.069,20765.1,24856.13,28326.36,0.16
2022-07-12,1965.0,1972.8,1948.41,1930.06,23446.86,-15.19,-0.77,1980.602,2005.807,1979.88,23344.68,25906.77,29016.86,0.19
2022-07-11,1990.2,1994.77,1963.6,1950.5,23949.21,-35.4,-1.77,1997.522,2014.566,1976.009,23921.19,26086.65,29315.32,0.19
2022-07-08,2005.0,2014.89,1999.0,1996.16,15643.89,9.0,0.45,2008.402,2019.261,1970.629,24146.52,27703.25,29955.62,0.12
2022-07-07,2005.0,2009.35,1990.0,1985.01,20931.77,-12.0,-0.6,2014.412,2020.262,1965.709,25337.03,30102.33,31540.66,0.17
2022-07-06,2032.0,2039.0,2002.0,1986.0,32751.66,-31.01,-1.52,2025.412,2016.972,1958.859,28947.17,30693.5,31810.52,0.26
2022-07-05,2025.28,2054.45,2033.01,2010.0,26329.4,15.01,0.74,2031.012,2010.372,1952.039,28468.86,29383.0,32390.63,0.21
2022-07-04,2020.01,2024.29,2018.0,2001.01,25075.89,-11.05,-0.55,2031.61,2001.645,1941.284,28252.12,29121.76,32826.59,0.2
2022-07-01,2055.0,2067.77,2029.05,2015.21,21596.45,-15.95,-0.78,2030.12,1994.047,1929.784,31259.98,30111.65,33409.86,0.17
2022-06-30,2000.0,2077.0,2045.0,1999.99,38982.43,36.67,1.83,2026.112,1986.242,1917.631,34867.62,33006.17,33175.77,0.31
2022-06-29,2028.0,2042.0,2030.0,2011.01,30360.12,-6.0,-0.29,2008.532,1969.442,1904.794,32439.83,31796.59,32314.65,0.24
2022-06-28,2019.74,2041.0,2036.0,2001.0,25245.71,25.45,1.27,1989.732,1953.952,1893.495,30297.14,32126.94,32834.19,0.2
2022-06-27,2019.94,2049.94,2010.55,2000.3,40115.17,1.54,0.08,1971.68,1937.452,1880.616,29991.4,32544.0,33295.18,0.32
2022-06-24,1970.0,2020.0,2009.01,1965.0,39634.65,51.91,2.65,1957.974,1921.997,1867.846,28963.32,32208.0,32545.4,0.32
2022-06-23,1942.7,1965.04,1957.1,1940.0,26843.52,21.1,1.09,1946.372,1911.156,1854.536,31144.72,32978.99,31966.34,0.21
2022-06-22,1955.0,1958.0,1936.0,1932.0,19646.65,-9.74,-0.5,1930.352,1900.746,1844.456,31153.35,32927.54,31743.6,0.16
2022-06-21,1949.0,1966.99,1945.74,1928.0,23717.02,3.72,0.19,1918.172,1893.706,1835.656,33956.75,35398.26,32128.38,0.19
2022-06-20,1950.0,1970.0,1942.02,1930.0,34974.78,-8.98,-0.46,1903.224,1880.922,1827.419,35096.59,36531.42,32050.39,0.28
2022-06-17,1878.09,1952.0,1951.0,1878.09,50541.61,74.0,3.94,1886.02,1865.52,1820.319,35452.67,36708.06,32399.13,0.4
2022-06-16,1894.59,1907.63,1877.0,1875.33,26886.7,1.9,0.1,1875.94,1849.02,1810.569,34813.27,33345.38,30860.86,0.21
2022-06-15,1870.0,1905.0,1875.1,1862.99,33663.62,4.1,0.22,1871.14,1840.145,1804.769,34701.73,32832.71,30759.05,0.27
2022-06-14,1834.0,1875.42,1871.0,1832.0,29416.23,15.0,0.81,1869.24,1833.038,1799.414,36839.77,33541.43,30083.1,0.23
2022-06-13,1890.0,1892.0,1856.0,1848.08,36755.18,-44.6,-2.35,1858.62,1823.779,1793.764,37966.24,34046.37,30000.56,0.29
2022-06-10,1845.01,1907.0,1900.6,1835.0,47344.62,47.6,2.57,1845.02,1813.695,1789.876,37963.46,32882.81,29199.32,0.38
2022-06-09,1872.0,1888.35,1853.0,1849.0,26329.02,-12.6,-0.68,1822.1,1797.915,1782.979,31877.48,30953.7,27934.0,0.21
2022-06-08,1825.0,1882.0,1865.6,1825.0,44353.81,47.7,2.62,1809.15,1788.166,1778.729,30963.68,30559.66,28133.19,0.35
2022-06-07,1784.14,1825.0,1817.9,1770.31,35048.59,29.9,1.67,1796.836,1777.606,1773.759,30243.08,28858.5,27921.46,0.28
2022-06-06,1790.0,1795.0,1788.0,1758.0,36741.26,2.0,0.11,1788.938,1773.916,1770.464,30126.5,27569.36,27686.62,0.29
2022-06-02,1787.97,1795.8,1786.0,1780.0,16914.73,-2.25,-0.13,1782.37,1775.117,1770.714,27802.17,28090.19,27279.36,0.13
2022-06-01,1802.0,1814.78,1788.25,1779.0,21760.01,-15.78,-0.88,1773.73,1772.117,1773.264,30029.91,28376.34,28116.67,0.17
2022-05-31,1774.77,1814.9,1804.03,1766.98,40750.82,25.62,1.44,1767.182,1769.392,1775.27,30155.64,28685.39,28772.94,0.32
2022-05-30,1766.0,1790.55,1778.41,1766.0,34465.69,23.25,1.32,1758.376,1765.789,1776.819,27473.92,26624.78,28935.9,0.27
2022-05-27,1759.99,1780.0,1755.16,1753.01,25119.58,12.36,0.71,1758.894,1763.748,1777.644,25012.21,25954.74,30082.74,0.2
2022-05-26,1761.0,1761.0,1742.8,1730.0,28053.44,-12.71,-0.72,1767.864,1766.056,1776.51,28378.22,25515.84,31054.96,0.22
2022-05-25,1765.27,1772.0,1755.51,1747.0,22388.69,-4.49,-0.26,1770.504,1768.043,1774.77,26722.78,24914.31,32335.18,0.18
2022-05-24,1786.0,1787.0,1760.0,1755.5,27342.22,-21.0,-1.18,1771.602,1769.292,1775.645,27215.13,25706.71,32610.74,0.22
2022-05-23,1800.0,1803.89,1781.0,1772.0,22157.13,-19.01,-1.06,1773.202,1769.911,1776.644,25775.63,26984.41,32691.26,0.18
2022-05-20,1759.99,1801.15,1800.01,1752.0,41949.6,44.01,2.51,1768.602,1767.011,1777.444,26897.27,27803.88,32791.19,0.33
2022-05-19,1745.0,1757.0,1756.0,1739.0,19776.26,-5.0,-0.28,1764.248,1766.31,1776.958,22653.45,26468.54,31903.94,0.16
2022-05-18,1773.66,1773.92,1761.0,1743.02,24850.44,-7.0,-0.4,1765.582,1774.41,1778.699,23105.85,27857.0,31904.79,0.2
2022-05-17,1769.88,1775.0,1768.0,1755.0,20144.74,10.0,0.57,1766.982,1781.148,1780.949,24198.29,28860.49,31714.32,0.16
2022-05-16,1797.0,1797.0,1758.0,1742.67,27765.31,-20.24,-1.14,1766.62,1787.848,1782.999,28193.18,31247.02,32589.58,0.22
2022-05-13,1780.0,1797.94,1778.24,1766.0,20730.52,15.57,0.88,1765.42,1791.54,1783.549,28710.49,34210.73,32758.7,0.17
2022-05-12,1753.0,1778.0,1762.67,1750.0,22038.23,-5.33,-0.3,1768.372,1786.964,1783.737,30283.62,36594.08,33803.65,0.18
2022-05-11,1755.0,1788.48,1768.0,1752.0,30312.67,1.81,0.1,1783.238,1781.497,1781.603,32608.16,39756.06,34894.92,0.24
2022-05-10,1720.0,1784.96,1766.19,1705.01,40119.19,14.19,0.81,1795.314,1781.997,1782.403,33522.68,39514.76,34526.35,0.32
2022-05-09,1780.0,1780.0,1752.0,1738.0,30351.82,-41.0,-2.29,1809.076,1783.376,1782.344,34300.85,38398.11,33530.18,0.24
2022-05-06,1814.99,1819.0,1793.0,1781.0,28596.18,-44.0,-2.4,1817.66,1787.876,1782.994,39710.98,37778.5,33403.57,0.23
2022-05-05,1830.0,1870.0,1837.0,1828.98,33660.94,8.62,0.47,1805.556,1787.606,1782.344,42904.53,37339.35,34216.86,0.27
2022-04-29,1836.0,1849.0,1828.38,1810.98,34885.27,-6.62,-0.36,1779.756,1782.988,1776.444,46903.95,35952.57,33792.51,0.28
2022-04-28,1793.0,1845.0,1835.0,1786.5,44010.06,40.08,2.23,1768.68,1780.749,1771.53,45506.85,34568.16,34169.91,0.35
2022-04-27,1767.12,1810.0,1794.92,1767.12,57402.44,62.44,3.6,1757.676,1778.149,1763.13,42495.36,33932.14,33266.16,0.46
2022-04-26,1703.33,1748.98,1732.48,1700.0,44563.96,24.48,1.43,1758.092,1775.557,1756.424,35846.01,31306.66,33273.12,0.35
2022-04-25,1750.0,1776.5,1708.0,1702.0,53658.02,-65.0,-3.67,1769.656,1780.509,1754.3,31774.17,31013.22,32530.35,0.43
2022-04-22,1763.0,1787.88,1773.0,1760.18,27899.75,-6.98,-0.39,1786.22,1781.709,1754.947,25001.2,30033.78,31138.22,0.22
2022-04-21,1790.2,1806.0,1779.98,1770.0,28952.61,-17.02,-0.95,1792.818,1782.809,1753.906,23629.47,29537.94,32646.6,0.23
2022-04-20,1801.69,1820.0,1797.0,1768.68,24155.72,6.7,0.37,1798.622,1781.311,1749.657,25368.92,28662.25,32251.67,0.19
2022-04-19,1800.0,1832.99,1790.3,1775.5,24204.76,-0.52,-0.03,1793.022,1778.111,1745.022,26767.31,29028.65,32437.75,0.19
2022-04-18,1781.13,1798.0,1790.82,1768.0,19793.15,-15.17,-0.84,1791.362,1777.082,1740.897,30252.27,31094.37,33144.94,0.16
2022-04-15,1802.2,1818.0,1805.99,1795.89,21041.13,-3.01,-0.17,1777.198,1769.9,1737.363,35066.36,31632.44,35572.88,0.17
2022-04-14,1788.0,1835.9,1809.0,1780.2,37649.86,40.0,2.26,1772.8,1762.311,1730.811,35446.4,33771.67,38400.47,0.3
2022-04-13,1767.0,1795.0,1769.0,1751.08,31147.66,-13.0,-0.73,1764.0,1748.111,1720.511,31955.57,32600.18,40970.77,0.25
2022-04-12,1729.0,1787.97,1782.0,1708.0,41629.56,62.0,3.6,1763.2,1737.291,1717.061,31289.99,35239.58,41863.71,0.33
2022-04-11,1770.0,1770.0,1720.0,1706.03,43863.59,-64.0,-3.59,1762.802,1728.091,1716.412,31936.46,34047.49,42168.57,0.35
2022-04-08,1768.0,1788.7,1784.0,1766.54,22941.32,19.0,1.08,1762.602,1728.184,1720.133,28198.51,32242.66,41798.48,0.18
2022-04-07,1758.0,1785.0,1765.0,1750.1,20195.71,0.0,0.0,1751.822,1725.003,1719.892,32096.94,35755.27,43473.14,0.16
2022-04-06,1753.0,1788.73,1765.0,1753.0,27819.77,-15.01,-0.84,1732.222,1718.003,1719.302,33244.79,35841.1,45324.13,0.22
2022-04-01,1729.94,1793.0,1780.01,1721.69,44861.91,61.01,3.55,1711.382,1711.933,1716.402,39189.16,35846.84,46390.93,0.36
2022-03-31,1720.0,1738.6,1719.0,1708.8,25173.86,-11.1,-0.64,1693.38,1704.711,1716.427,36158.51,35195.52,45700.18,0.2
2022-03-30,1698.0,1730.1,1730.1,1695.0,42433.43,63.1,3.79,1693.766,1704.826,1720.477,36286.81,39513.33,46018.84,0.34
2022-03-29,1661.5,1691.5,1667.0,1661.5,25934.98,6.2,0.37,1698.184,1699.311,1726.216,39413.6,43029.26,44900.89,0.21
2022-03-28,1625.0,1664.8,1660.8,1604.0,57541.64,-29.2,-1.73,1703.784,1692.911,1735.79,38437.41,49341.35,45973.11,0.46
2022-03-25,1712.0,1734.0,1690.0,1685.0,29708.66,-30.93,-1.8,1712.484,1696.831,1742.27,32504.51,48487.85,44542.18,0.24
2022-03-24,1738.0,1740.0,1720.93,1717.35,25815.32,-31.26,-1.78,1716.042,1704.732,1747.723,34232.52,50289.66,45005.7,0.21
2022-03-23,1705.0,1770.0,1752.19,1697.0,58067.39,57.19,3.37,1715.886,1712.082,1749.882,42739.85,51354.31,46982.9,0.46
2022-03-22,1723.88,1723.88,1695.0,1686.33,21054.04,-9.3,-0.55,1700.438,1714.781,1753.623,46644.93,51191.01,45485.11,0.17
2022-03-21,1724.0,1725.65,1704.3,1695.01,27877.16,-3.49,-0.2,1682.038,1720.601,1759.266,60245.3,54807.15,47047.35,0.22
2022-03-18,1718.0,1745.0,1707.79,1692.28,38348.68,-12.36,-0.72,1681.178,1720.871,1767.901,64471.19,56935.02,46694.27,0.31
2022-03-17,1720.0,1755.0,1720.15,1711.66,68351.96,45.2,2.7,1693.422,1728.142,1777.861,66346.8,56204.85,45746.11,0.54
2022-03-16,1634.0,1683.9,1674.95,1593.0,77592.81,71.95,4.49,1708.278,1736.127,1786.203,59968.77,52524.35,43239.2,0.62
2022-03-15,1650.0,1685.0,1603.0,1603.0,89055.87,-97.0,-5.71,1729.124,1753.12,1797.083,55737.09,46772.52,40088.9,0.71
2022-03-14,1730.0,1750.0,1700.0,1700.0,49006.61,-69.01,-3.9,1759.164,1778.668,1811.464,49369.01,42604.86,36991.4,0.39
2022-03-11,1766.0,1777.0,1769.01,1718.08,47726.77,-25.42,-1.42,1760.564,1787.708,1819.898,49398.85,40596.5,35550.86,0.38
2022-03-10,1808.0,1821.0,1794.43,1791.0,36461.78,15.25,0.86,1762.862,1790.713,1823.946,46062.9,39721.74,34851.85,0.29
2022-03-09,1764.1,1805.0,1779.18,1721.11,56434.42,25.98,1.48,1763.976,1787.681,1827.874,45079.93,42611.48,34180.35,0.45
2022-03-08,1759.98,1786.66,1753.2,1732.0,57215.46,46.2,2.71,1777.116,1792.464,1833.714,37807.94,39779.2,33052.87,0.46
2022-03-07,1760.2,1768.0,1707.0,1703.8,49155.81,-73.5,-4.13,1798.172,1797.931,1838.004,35840.71,39287.54,32277.75,0.39
2022-03-04,1772.0,1792.89,1780.5,1755.1,31047.03,-19.5,-1.08,1814.852,1814.93,1846.052,31794.15,36453.53,31577.48,0.25
2022-03-03,1845.8,1850.25,1800.0,1794.0,31546.93,-44.88,-2.43,1818.564,1827.58,1851.377,33380.57,35287.38,32076.14,0.25
2022-03-02,1840.0,1850.99,1844.88,1825.0,20074.48,-13.6,-0.73,1811.386,1836.279,1859.627,40143.04,33954.05,32632.05,0.16
2022-03-01,1802.0,1863.57,1858.48,1802.0,47379.3,68.08,3.8,1807.812,1841.046,1865.133,41750.46,33405.29,32823.58,0.38
2022-02-28,1787.06,1797.0,1790.4,1767.0,28923.03,-8.66,-0.48,1797.69,1844.26,1869.359,42734.37,31377.94,31730.12,0.23
2022-02-25,1775.0,1808.28,1799.06,1775.0,38979.13,34.95,1.98,1815.008,1852.087,1877.349,41112.91,30505.23,31483.26,0.31
2022-02-24,1808.0,1813.99,1764.11,1748.1,65359.25,-62.9,-3.44,1836.596,1857.178,1886.646,37194.18,29981.96,31074.93,0.52
2022-02-23,1811.41,1834.0,1827.01,1800.08,28111.61,19.14,1.06,1861.172,1868.067,1896.916,27765.06,25749.22,29507.66,0.22
2022-02-22,1860.01,1861.0,1807.87,1800.02,52298.81,-69.12,-3.68,1874.28,1874.964,1901.166,25060.11,26326.54,29420.63,0.42
2022-02-21,1900.0,1906.9,1876.99,1868.95,20815.73,-30.01,-1.57,1890.83,1878.077,1905.386,20021.52,25267.96,28366.48,0.17
2022-02-18,1877.63,1907.98,1907.0,1865.66,19385.49,20.01,1.06,1889.166,1877.174,1904.617,19897.55,26701.43,28693.38,0.15
2022-02-17,1900.61,1911.48,1886.99,1881.0,18213.66,-5.56,-0.29,1877.76,1875.174,1902.617,22769.75,28864.89,29190.19,0.14
2022-02-16,1900.0,1907.0,1892.55,1888.0,14586.85,1.93,0.1,1874.962,1882.975,1902.137,23733.38,31310.04,31116.88,0.12
2022-02-15,1868.8,1911.0,1890.62,1859.0,27105.86,21.95,1.18,1875.648,1889.22,1905.859,27592.97,32241.87,31761.24,0.22
2022-02-14,1840.0,1877.0,1868.67,1837.31,20195.87,18.7,1.01,1865.324,1894.458,1908.356,30514.41,32082.3,31519.78,0.16
2022-02-11,1857.0,1900.79,1849.97,1841.0,33746.49,-23.03,-1.23,1865.182,1902.611,1913.222,33505.32,32461.29,31991.32,0.27
2022-02-10,1900.0,1905.9,1873.0,1857.39,23031.83,-22.98,-1.21,1872.588,1916.113,1917.824,34960.04,32167.9,31794.83,0.18
2022-02-09,1839.09,1908.0,1895.98,1826.97,33884.79,56.98,3.1,1890.988,1925.765,1923.285,38886.71,33266.11,33232.97,0.27
2022-02-08,1868.88,1872.87,1839.0,1790.0,41713.06,-28.96,-1.55,1902.792,1927.367,1929.686,36890.78,32514.72,32958.51,0.33
2022-02-07,1900.99,1913.56,1867.96,1850.0,35150.42,-19.04,-1.01,1923.592,1932.694,1940.297,33650.19,31464.99,32564.99,0.28
